5000 21487
0 122 323
0 568 -913
0 1790 -254
0 2343 653
0 3247 554
0 3353 993
0 3684 590
0 3798 -696
0 4452 764
1 465 379
1 798 -832
1 1205 -749
1 1427 -659
1 1949 539
1 2002 985
1 3248 112
1 3344 -911
1 3846 363
1 4081 253
1 4225 -277
1 4338 63
1 4713 0
1 4751 -400
2 31 -491
2 213 878
2 233 504
2 375 841
2 979 -980
2 1010 -936
2 1513 -488
2 1737 567
2 1899 678
2 2436 197
2 4642 369
2 4922 -456
3 84 973
3 178 525
3 494 747
3 588 -402
3 636 966
3 2214 760
3 2424 989
3 2598 -310
3 2955 -492
3 3151 -899
3 3168 -523
3 3472 -365
3 4682 -485
3 4925 -4
4 565 107
4 629 634
4 915 -324
4 2222 641
4 3130 -443
4 3149 -591
4 3754 456
4 3760 325
4 4387 -409
5 407 -279
5 656 -872
5 953 480
5 1117 154
5 2626 -728
5 2792 620
5 2976 234
5 3181 739
5 3508 542
5 4157 -62
5 4278 309
5 4438 -381
6 633 -390
6 1261 747
6 2926 -737
6 3143 142
6 3845 -823
7 1234 768
7 2917 -557
7 3085 -831
7 3088 -829
7 4864 721
8 500 685
8 522 -166
8 1274 -860
8 1379 -541
8 2244 659
8 2611 922
8 2791 478
8 3127 773
8 3361 -459
8 3369 -71
8 3751 606
9 1755 -452
9 2275 -333
9 2423 688
9 2736 720
9 3064 551
9 3366 -304
9 3958 904
9 4592 527
9 4707 224
10 412 -319
10 1996 909
10 1998 159
10 2117 -475
10 3217 689
10 3742 -944
10 3837 -257
10 4933 480
11 546 -201
11 2081 -342
11 2210 -754
11 2289 -980
12 427 -794
12 580 409
12 1020 -617
12 1052 220
12 1089 23
12 1507 -566
12 1720 -951
12 2217 401
12 2725 -538
12 2973 -153
12 3527 497
12 4241 47
12 4282 -827
12 4780 -896
13 924 -89
13 982 336
13 1295 690
13 2176 272
13 2210 -543
13 2338 -706
13 2594 128
13 2679 -575
13 4103 443
14 440 649
14 787 112
14 824 851
14 1103 -296
14 1811 -614
14 2223 -124
14 2243 -335
14 3611 -366
15 1036 0
15 1397 619
15 3639 314
15 4110 -774
15 4256 -965
16 2252 709
16 3370 359
16 3452 42
16 3937 989
16 4241 -127
16 4649 643
17 227 598
17 944 -504
17 1095 -695
17 1403 -318
17 1601 82
17 2373 807
17 2430 -556
17 2479 583
17 2710 -97
17 3482 -407
17 3969 575
17 3976 191
17 3981 927
17 4234 762
17 4728 -627
18 1626 -887
19 446 283
19 807 -839
19 1342 -905
19 1393 -313
19 1571 -328
19 1978 -659
19 2426 -852
19 3063 -253
19 3793 416
19 4000 -858
19 4201 513
19 4359 616
19 4428 490
19 4484 896
19 4937 -286
20 450 742
20 460 960
20 704 -561
20 801 238
20 1012 -502
20 1921 -683
20 2436 748
20 2679 -527
20 4258 -755
21 24 -280
21 721 480
21 1503 122
21 1928 65
21 2374 331
21 2597 -961
21 2860 967
21 2963 -760
21 3312 397
21 3336 -38
21 3349 -336
21 3508 460
21 3880 625
21 4451 594
22 301 871
22 732 416
22 1050 82
22 1912 140
22 1935 569
22 3624 324
22 4011 426
22 4163 -126
22 4771 -172
23 1077 -139
23 1405 33
23 1420 -193
23 1865 181
23 2096 38
23 4072 -775
23 4162 789
23 4898 92
24 631 828
24 1016 670
24 1400 543
24 1656 39
24 1806 563
24 1812 -412
24 3230 -165
24 3696 -581
24 3852 -724
24 4080 505
24 4957 -919
25 51 689
25 555 -712
25 1256 700
25 1353 412
25 1807 -91
25 3924 341
25 4030 235
25 4931 619
26 919 -97
26 945 540
26 1000 -238
26 3046 -328
26 3816 -200
26 4033 -163
26 4188 861
27 570 -369
27 905 -805
27 1208 502
27 1736 149
27 3447 -695
27 3958 -764
28 2082 -870
29 211 -636
29 239 244
29 334 -51
29 434 -14
29 634 -527
29 937 131
29 3111 391
29 3910 -550
29 4308 -742
30 725 -55
30 1226 -173
30 1392 450
30 1637 193
30 1878 869
30 3573 857
30 3650 -122
30 3969 -126
30 4287 -262
30 4783 -663
31 490 401
31 1198 182
31 1384 929
31 1493 -729
31 2455 -718
31 2496 951
31 3853 -689
31 4001 -287
31 4848 -490
32 97 360
32 159 58
32 521 -898
32 1486 -401
32 1843 503
32 2138 -230
32 2786 -372
32 3296 -209
32 3530 -395
32 3557 637
32 4194 388
32 4311 727
32 4427 -843
32 4984 -637
33 1039 -356
33 1131 -592
33 1313 -822
33 3457 839
33 3475 204
33 3540 873
33 4446 430
33 4727 10
34 436 785
34 710 -566
34 1164 -217
34 1172 -483
34 1916 -784
34 3209 413
34 3427 -636
35 162 957
35 229 -793
35 861 21
35 1016 -19
35 3184 -332
35 3564 -49
35 3823 203
36 143 938
36 608 492
36 801 703
36 927 -759
36 1139 468
36 1218 590
36 1481 752
36 1954 -711
36 2006 776
36 2246 -249
36 2253 364
36 2393 -987
36 2980 253
36 3075 463
36 4397 -602
36 4528 -147
36 4720 -109
36 4768 -553
37 584 -26
37 4358 553
37 4533 211
37 4761 263
38 548 413
38 2620 242
38 3387 -440
38 3414 161
38 4472 242
38 4636 288
38 4735 687
39 756 387
39 1112 402
39 1183 171
39 1443 -616
39 1717 -521
39 2256 612
39 2384 771
39 2563 19
39 2859 438
39 3331 -137
39 3402 -548
39 3994 -14
39 4539 -874
39 4858 956
40 65 -871
40 1460 -479
40 1820 840
40 2775 566
40 3860 426
40 4035 -690
40 4064 -220
40 4277 -55
40 4552 -64
41 991 -952
41 1196 395
41 1320 -647
41 2912 -460
41 3050 -744
41 4624 906
42 1009 646
42 1231 945
42 1329 -439
42 2340 -123
42 3090 378
42 3356 901
42 4612 948
42 4951 656
43 136 488
43 364 -202
43 366 -2
43 461 584
43 1017 -995
43 1794 -146
43 2556 -677
43 2940 -177
43 3457 737
43 3976 402
43 4243 -35
44 823 -65
44 985 -68
44 1364 -410
44 1907 119
44 3039 666
44 3875 714
45 108 750
45 919 -400
45 1157 -152
45 1579 -260
45 1856 -97
45 2547 -592
45 2563 -236
45 2875 477
45 3482 840
45 4455 -719
45 4953 995
46 809 -515
46 969 922
46 1405 276
46 1418 -849
46 1566 -480
46 1676 -919
46 2204 -482
46 2866 98
46 3179 -317
46 3420 723
46 3498 254
46 3687 -505
46 4503 86
46 4684 -986
46 4751 -984
47 184 -133
47 926 -320
47 929 739
47 936 -631
47 966 -835
47 1406 383
47 2839 -274
47 2846 920
47 3583 83
47 4661 224
47 4782 99
47 4978 39
48 184 -695
48 973 178
48 1171 977
48 1408 833
48 1892 -595
48 2541 -105
48 2904 -658
48 3369 -315
48 4049 -92
48 4688 -163
48 4909 -963
49 114 176
49 1289 542
49 1772 -93
49 2129 -1
49 2284 669
49 2307 641
49 2457 313
49 3142 47
49 3276 384
49 3501 69
49 4313 -244
49 4813 618
49 4911 -108
49 4996 485
50 342 -450
50 695 -666
50 1850 743
50 2651 386
50 3409 279
50 4145 557
50 4286 169
51 149 298
51 501 -198
51 2191 330
51 3045 236
51 3931 693
51 4204 311
51 4318 -561
51 4631 -581
51 4961 -619
52 1837 81
52 3476 903
52 4454 795
52 4704 -950
53 756 363
53 1045 476
53 1706 777
53 1844 -191
53 2005 -730
53 2745 -585
53 3257 -875
53 4618 -557
54 1144 852
54 2822 269
54 3108 453
54 4000 237
54 4001 91
55 1317 -17
55 2786 989
55 3899 932
56 1250 -279
56 1821 782
56 2780 316
56 3562 -629
56 3868 886
57 261 -647
57 427 476
57 439 -956
57 655 -256
57 1199 887
57 1235 904
57 2346 -22
57 2521 -287
57 3334 634
57 3524 -692
57 3525 -718
57 3977 25
57 3991 -167
57 4405 -687
57 4648 -515
57 4738 209
57 4799 204
58 103 -704
58 503 -360
58 824 95
58 1459 961
58 1494 -294
58 2402 -315
58 4895 246
59 780 -572
59 1061 -179
59 1305 237
59 1320 726
59 1623 -431
59 1807 107
59 2085 483
59 2710 -413
59 3616 598
59 4192 -539
59 4762 868
60 937 514
60 1407 -553
60 1847 917
60 2215 -844
60 4773 331
61 73 -545
61 459 732
61 738 -469
61 877 199
61 1077 -96
61 1302 89
61 1879 511
61 2084 353
61 2817 -758
61 3747 -678
61 4443 -917
61 4450 -676
61 4697 -978
62 1322 643
62 1390 817
62 1436 184
62 1679 -540
62 1831 433
62 3145 262
62 3471 946
62 3506 343
62 3624 -125
62 4781 354
63 244 808
63 258 522
63 1267 232
63 2998 757
63 3119 -635
63 3556 347
63 4478 -761
63 4583 877
63 4946 798
64 1149 144
64 1448 -592
64 1472 -572
64 1793 -303
64 2264 -888
64 2359 81
64 2434 873
64 2460 -747
64 3081 -803
64 3858 188
65 2464 543
65 2922 555
65 3498 -604
65 4006 -696
65 4086 -201
65 4368 485
65 4813 848
66 80 -118
66 290 -174
66 744 991
66 1508 -358
66 1603 -385
66 1671 -995
66 1864 -957
66 3594 775
66 4148 433
66 4791 -629
67 176 -820
67 1370 561
67 1429 47
67 1878 648
67 1944 -925
67 2390 421
67 2554 90
67 2916 -251
67 3279 696
67 4035 -195
67 4292 -757
67 4489 507
67 4603 -202
67 4739 617
68 140 -107
68 707 -665
68 1168 -477
68 1339 605
68 1490 108
68 1733 -797
68 1932 630
68 2441 -686
68 3244 920
68 3644 117
68 3862 -7
68 4010 -939
68 4286 -780
68 4494 891
68 4818 70
68 4876 396
68 4969 64
69 212 585
69 298 -222
69 943 -532
69 1258 -165
69 1557 -243
69 1963 506
69 2275 -852
69 2380 -11
69 3169 -287
69 3400 659
69 3515 750
69 3881 -301
69 3945 -7
70 2017 -54
70 2142 335
70 2585 16
70 3265 571
70 3343 -787
70 3794 263
70 4089 206
70 4476 -719
70 4489 -489
70 4680 -499
70 4991 -353
71 4255 916
71 4553 -97
71 4831 -417
72 453 278
72 799 -796
72 1213 158
72 1571 -495
72 2112 370
72 2160 799
72 2289 -702
72 2626 429
72 3126 -918
72 3356 44
72 4016 -805
72 4147 -841
72 4411 -633
73 1643 -557
73 1723 -881
73 2456 687
73 3738 382
73 3917 -751
74 242 -309
74 501 974
74 623 118
74 1902 789
74 1915 721
74 1941 706
74 2027 799
74 2631 -239
74 3131 629
74 4104 -402
74 4595 -771
75 397 -736
75 602 435
75 967 -162
75 3735 111
75 4129 -623
75 4940 -565
76 238 613
76 735 -773
76 1310 -727
76 2097 -660
76 2489 -925
76 3715 190
77 975 -304
77 2641 -959
77 2731 941
77 2812 -463
77 3431 -904
78 1501 -286
78 2328 -269
78 2412 -415
78 4729 701
79 477 -762
79 3045 -667
79 3273 694
79 3319 850
79 3673 665
79 4171 193
80 1734 -125
80 1863 -447
80 1931 78
80 1974 763
80 2241 -278
80 3198 -474
80 3691 -973
80 3912 233
80 4230 211
81 1285 -401
81 2023 -638
81 2358 -717
81 2753 622
81 3289 788
81 3897 217
81 4191 -737
82 2950 -463
82 4136 888
82 4183 -486
82 4626 -66
83 637 267
83 1236 -337
83 1259 611
83 1397 -612
83 1402 78
83 1468 694
83 2709 526
83 2819 383
83 3232 212
83 3677 -514
83 4198 -146
83 4693 -191
84 1778 -225
84 2359 497
84 4071 771
84 4390 -416
84 4403 -24
84 4594 -148
85 472 -841
85 533 23
85 773 -164
85 1001 955
85 1143 -559
85 1645 176
85 2030 273
85 2347 58
85 2437 595
85 2953 318
85 3958 546
85 4240 569
85 4835 -394
85 4954 -769
86 421 -694
86 572 -631
86 2156 174
86 3063 -988
86 4053 -770
87 668 221
87 771 761
87 1377 328
87 2204 328
87 2976 655
87 3850 633
87 4032 -537
87 4108 551
88 664 193
88 982 -883
88 1274 853
88 1536 -572
88 1569 104
88 1833 -735
88 1890 -802
88 2670 962
88 4673 -17
88 4794 -693
89 741 936
89 1493 -285
89 1546 995
89 1832 658
89 2096 99
89 3096 -219
89 4205 -166
89 4402 -472
90 976 -535
90 1035 677
90 1523 -383
90 1766 -887
90 2234 -382
90 3823 -759
90 4841 395
91 607 934
91 884 700
91 1066 596
91 1956 266
91 2648 512
91 2717 275
91 3456 562
91 4383 -732
91 4696 305
92 662 240
92 1185 92
92 1371 837
92 1646 -279
92 2275 -446
92 2641 272
92 3239 585
92 3749 -116
92 3904 965
92 4223 141
93 184 739
93 409 -689
93 1300 303
93 1459 240
93 1547 507
93 1614 -390
93 1712 524
93 2226 -540
93 2593 55
93 3422 -32
93 3688 709
93 3813 -825
93 4015 -175
93 4824 387
94 535 -682
94 819 -87
94 2369 555
94 2511 248
94 2643 -870
94 3132 -659
94 4662 482
94 4811 -205
94 4946 -337
95 181 976
95 2591 258
95 2738 -845
95 2852 568
95 3163 485
95 3207 -861
95 3459 774
95 3708 -237
95 3774 -319
95 4094 510
95 4127 -570
95 4176 -163
95 4220 -554
96 1017 810
96 1280 -474
96 1450 118
96 1526 973
96 1745 296
96 2104 523
96 2139 238
96 3011 -240
96 3195 84
96 4241 -383
96 4667 948
96 4747 143
97 185 817
97 439 359
97 1023 -613
97 1957 850
97 3885 592
97 4957 -788
98 722 -784
98 2421 786
98 3109 33
98 3277 450
98 3585 -9
98 3684 215
98 3922 498
98 3987 323
98 4080 -468
98 4099 635
98 4230 -396
98 4780 -54
99 377 -972
99 509 818
99 689 -670
99 716 -702
99 1261 -813
99 1521 504
99 1549 -833
99 1891 -973
99 2039 213
99 2071 -438
99 2509 -394
99 2663 -684
99 3805 210
100 232 -603
100 625 499
100 1452 265
100 1513 -478
100 1551 -302
100 2530 243
100 2654 639
100 2764 845
100 2766 578
100 3024 357
100 3056 -292
100 3601 -22
100 3868 -845
101 1275 -275
101 3862 -413
101 4321 687
101 4469 821
101 4890 -85
102 242 766
102 2506 -433
102 3212 556
102 3461 -858
102 3991 -561
102 4172 -67
102 4843 -554
103 299 -204
103 680 -147
103 904 -637
103 942 -7
103 1129 -937
103 1788 -318
103 1933 657
103 2096 -954
103 2331 765
103 2634 61
103 4439 245
103 4652 -198
103 4943 -688
104 170 -273
104 367 534
104 727 547
104 730 -881
104 1024 -148
104 1381 -950
104 1750 -113
104 1993 -985
104 2006 747
104 2183 427
104 3235 269
104 3416 -994
104 3475 -635
104 3872 -66
104 3981 -409
104 4506 962
104 4702 604
105 256 -292
105 1434 -489
105 2784 -243
105 4244 30
106 162 455
106 332 -50
106 1106 847
106 1391 284
106 2535 -956
106 2650 -742
106 2886 807
106 3086 813
106 3138 -754
106 4097 218
106 4234 871
106 4522 -607
106 4938 101
107 374 -447
107 731 -994
107 1207 311
107 1534 872
107 1865 -878
107 2061 -98
107 2548 165
107 3388 -848
107 4014 659
107 4543 48
107 4691 608
107 4784 -987
108 563 -476
108 3181 -384
108 3707 -650
108 4234 975
109 848 904
109 1493 -917
109 3238 144
110 995 216
110 3057 700
110 3079 822
111 287 -600
111 1007 919
111 1369 -260
111 2578 689
111 2618 -620
111 2696 -890
111 3587 453
111 3679 559
111 4008 -859
111 4895 408
112 1058 978
112 1700 -349
112 1777 492
112 1897 784
112 1993 829
112 2035 502
112 2210 -386
112 3006 871
112 3357 727
112 4503 170
112 4577 907
112 4734 -367
113 743 503
113 786 -280
113 1011 -720
113 1064 566
113 1133 32
113 1828 -310
113 2144 352
113 2205 -646
113 2274 -287
113 2763 941
113 2797 -209
113 3371 775
113 3542 -506
113 3611 -161
113 3847 937
113 3896 66
113 4125 -747
114 181 0
114 559 847
114 823 57
114 1353 656
114 2208 -988
114 2556 -441
114 2664 -204
114 2738 -392
114 4375 975
114 4602 209
115 443 96
115 689 -650
115 1115 -12
115 1589 699
115 1643 -480
115 1907 850
115 1998 -451
115 3059 6
115 4157 -623
116 1222 890
116 1269 -61
116 1528 20
116 2119 -622
116 2521 757
116 2651 554
116 2952 433
116 2996 -217
116 3050 668
116 3867 -817
116 3922 245
116 4195 -787
116 4416 -138
117 237 -814
117 810 906
117 1211 412
