100 1003
0 8 111
0 20 129
0 29 115
0 32 147
0 38 135
0 42 136
0 44 133
0 51 132
0 61 105
0 66 119
0 67 146
0 68 137
0 78 111
0 86 127
0 87 108
0 93 119
0 98 137
0 1 129
0 2 109
0 4 123
0 6 118
1 5 113
1 16 131
1 17 100
1 19 138
1 23 124
1 25 114
1 27 121
1 31 141
1 32 105
1 35 128
1 36 134
1 40 143
1 50 136
1 51 137
1 64 121
1 66 130
1 74 141
1 75 112
1 79 106
1 80 144
1 82 142
1 86 145
1 93 140
1 94 111
2 3 143
2 5 140
2 11 142
2 12 127
2 14 149
2 20 146
2 23 139
2 32 113
2 41 124
2 66 108
2 67 114
2 87 131
3 5 104
3 11 107
3 12 124
3 15 123
3 18 139
3 19 149
3 27 101
3 35 111
3 37 141
3 40 120
3 51 117
3 58 118
3 69 110
3 70 121
3 74 115
3 79 127
3 80 142
3 86 106
3 87 107
3 96 110
4 7 149
4 9 116
4 13 149
4 20 112
4 21 147
4 35 133
4 39 116
4 48 141
4 53 105
4 57 107
4 58 146
4 59 102
4 63 147
4 67 106
4 68 120
4 79 113
4 80 141
4 84 145
4 95 117
4 96 124
4 97 123
5 8 122
5 10 111
5 15 115
5 17 102
5 21 148
5 23 125
5 27 107
5 35 120
5 38 109
5 46 125
5 48 122
5 49 121
5 73 113
5 76 137
5 87 119
5 90 101
5 91 126
5 96 119
6 7 104
6 8 148
6 14 140
6 25 137
6 26 140
6 31 103
6 40 105
6 41 119
6 52 128
6 54 118
6 55 132
6 57 129
6 59 130
6 68 148
6 84 121
6 91 145
6 95 149
7 11 130
7 13 109
7 16 122
7 21 138
7 24 125
7 26 102
7 45 106
7 48 109
7 52 147
7 54 117
7 55 144
7 58 109
7 62 102
7 71 136
7 73 141
7 74 111
7 75 132
7 86 145
7 93 127
7 94 131
8 12 145
8 13 108
8 18 115
8 21 141
8 23 135
8 27 102
8 32 148
8 37 124
8 43 123
8 46 100
8 48 128
8 54 118
8 60 141
8 68 106
8 79 111
8 82 124
8 87 106
8 90 131
8 95 112
8 96 142
8 97 139
8 98 105
9 14 109
9 40 109
9 44 130
9 48 139
9 50 131
9 52 143
9 57 138
9 63 148
9 65 133
9 66 108
9 69 124
9 79 132
9 82 127
9 86 119
9 92 105
9 93 125
10 15 124
10 24 148
10 26 134
10 49 107
10 53 147
10 56 117
10 58 122
10 59 105
10 68 121
10 78 146
10 80 104
10 86 126
10 87 139
10 91 135
10 92 118
10 93 135
10 96 136
11 14 122
11 22 144
11 24 102
11 33 137
11 34 127
11 35 147
11 48 134
11 52 112
11 62 100
11 71 135
11 79 108
11 84 106
11 93 117
11 96 134
12 13 119
12 22 100
12 23 124
12 25 129
12 26 137
12 28 109
12 29 108
12 45 149
12 47 135
12 49 122
12 56 106
12 59 117
12 61 113
12 68 107
12 69 115
12 70 126
12 75 107
12 78 125
12 85 121
12 89 122
12 96 133
12 97 118
13 14 113
13 25 112
13 26 111
13 30 141
13 31 126
13 38 140
13 42 145
13 48 113
13 55 145
13 56 139
13 59 143
13 63 131
13 65 121
13 66 109
13 71 138
13 75 146
13 78 100
13 81 132
13 89 107
13 90 101
14 15 121
14 16 103
14 18 136
14 21 101
14 23 120
14 25 125
14 30 109
14 32 137
14 39 126
14 42 100
14 45 131
14 49 136
14 50 142
14 54 143
14 58 148
14 64 103
14 65 118
14 66 107
14 70 131
14 75 143
14 79 122
14 85 133
14 86 129
14 98 147
15 22 133
15 23 113
15 27 116
15 31 137
15 32 107
15 40 109
15 43 135
15 46 105
15 47 104
15 48 137
15 53 118
15 59 111
15 73 141
15 74 144
15 83 131
15 91 133
16 18 122
16 23 115
16 30 104
16 33 124
16 58 115
16 59 107
16 64 103
16 67 134
16 71 113
16 72 131
16 77 125
16 83 105
16 86 103
16 95 109
16 96 117
17 19 109
17 23 136
17 28 114
17 32 141
17 37 146
17 47 126
17 54 114
17 58 146
17 63 121
17 66 111
17 81 146
17 84 127
17 89 114
17 91 102
17 95 123
18 25 106
18 29 133
18 36 107
18 49 120
18 50 136
18 59 116
18 60 139
18 76 108
18 86 139
18 90 101
18 97 121
19 24 113
19 27 101
19 39 121
19 42 107
19 45 131
19 47 129
19 54 125
19 62 131
19 73 134
19 74 102
19 75 118
19 78 102
19 88 104
19 93 105
20 22 146
20 24 114
20 32 113
20 39 139
20 41 112
20 47 104
20 49 118
20 52 146
20 62 101
20 63 127
20 77 132
20 78 144
20 85 148
20 86 109
20 90 125
21 29 130
21 37 113
21 43 124
21 45 141
21 58 145
21 60 128
21 77 136
21 78 128
21 82 100
21 86 142
21 92 115
21 93 141
21 96 100
21 99 124
22 32 134
22 41 117
22 42 142
22 52 147
22 57 130
22 61 114
22 64 117
22 83 139
22 88 103
22 89 102
22 95 146
22 98 102
23 28 140
23 31 137
23 44 135
23 53 114
23 54 108
23 62 139
23 66 104
23 67 107
23 77 144
23 79 123
23 82 107
23 86 145
23 94 146
23 95 148
24 25 106
24 27 102
24 42 125
24 43 102
24 58 112
24 78 124
24 82 103
24 87 139
24 92 143
24 93 121
24 94 124
24 96 115
25 29 113
25 31 105
25 49 109
25 59 133
25 70 134
25 78 139
25 79 138
25 83 132
25 90 129
25 94 100
26 27 145
26 45 134
26 47 149
26 49 117
26 55 114
26 59 108
26 60 137
26 66 121
26 79 104
26 80 116
26 97 120
27 28 144
27 45 128
27 46 106
27 56 108
27 57 148
27 61 147
27 65 106
27 68 101
27 71 118
27 74 113
27 78 113
27 90 146
27 98 142
28 30 100
28 36 127
28 37 110
28 38 145
28 41 115
28 42 127
28 46 114
28 54 104
28 55 118
28 60 115
28 71 108
28 73 111
28 78 132
28 80 146
28 81 143
28 90 123
29 34 133
29 53 132
29 59 104
29 60 105
29 61 111
29 62 149
29 69 100
29 70 115
29 71 112
29 73 149
29 77 124
29 78 115
29 80 110
29 90 123
29 93 145
29 95 123
30 31 102
30 33 105
30 36 144
30 41 140
30 47 104
30 53 108
30 58 147
30 64 119
30 68 131
30 70 111
30 81 112
30 85 149
30 87 110
30 88 110
30 98 147
31 37 106
31 49 148
31 59 122
31 62 101
31 78 130
31 94 136
31 98 118
31 99 134
32 34 118
32 38 145
32 44 134
32 46 117
32 52 114
32 54 119
32 56 143
32 65 148
32 70 123
32 72 117
32 77 146
32 83 147
32 97 138
32 98 131
33 42 143
33 47 121
33 58 124
33 62 138
33 71 143
33 72 138
33 75 108
33 82 106
33 88 137
33 89 145
33 91 137
33 92 136
33 99 103
34 36 115
34 37 118
34 40 149
34 44 148
34 55 142
34 60 113
34 61 149
34 72 111
34 73 117
34 74 147
34 79 112
34 81 146
34 86 109
34 87 127
34 89 100
34 98 101
35 39 119
35 41 139
35 46 119
35 50 100
35 53 107
35 62 105
35 63 102
35 67 119
35 70 129
35 78 107
35 81 127
36 38 133
36 47 103
36 61 149
36 62 110
36 64 117
36 74 131
36 79 111
36 83 132
36 93 143
36 94 116
36 97 145
37 56 112
37 61 142
37 66 138
37 68 138
37 84 124
37 86 127
37 90 116
38 50 100
38 52 128
38 54 117
38 59 109
38 63 128
38 67 143
38 80 146
38 91 107
39 43 142
39 47 108
39 48 118
39 51 144
39 56 139
39 60 113
39 62 105
39 63 127
39 64 102
39 68 120
39 71 127
39 72 127
39 78 102
39 86 134
39 89 122
39 91 141
39 97 140
39 98 103
40 41 104
40 46 139
40 48 117
40 52 145
40 53 112
40 61 138
40 64 143
40 71 140
40 72 142
40 73 121
40 80 101
40 81 130
40 89 139
40 90 108
40 97 115
40 99 143
41 42 128
41 44 105
41 59 140
41 62 132
41 84 100
41 91 129
41 94 140
41 96 108
41 97 117
42 44 113
42 50 131
42 55 126
42 56 144
42 61 119
42 62 146
42 64 111
42 66 105
42 70 122
42 77 110
42 80 113
42 83 145
42 86 147
42 97 113
43 49 123
43 54 130
43 55 120
43 61 100
43 62 116
43 67 122
43 70 121
43 75 112
43 80 126
43 91 104
43 94 115
43 95 147
43 98 124
44 45 102
44 48 111
44 49 129
44 52 125
44 59 121
44 70 104
44 89 138
44 94 138
44 95 148
44 99 144
45 46 124
45 48 144
45 49 135
45 51 146
45 59 142
45 67 141
45 68 134
45 70 145
45 71 141
45 76 118
45 81 101
45 89 147
45 95 101
46 56 103
46 59 147
46 60 130
46 61 141
46 63 148
46 64 129
46 65 104
46 68 147
46 73 129
46 77 123
46 83 114
46 84 146
46 88 118
46 92 133
46 95 139
47 50 129
47 61 139
47 62 114
47 63 106
47 72 132
47 73 141
47 79 148
47 86 136
47 88 142
47 90 106
47 91 139
47 95 129
48 66 122
48 72 117
48 75 122
48 87 106
48 93 149
49 52 129
49 53 108
49 66 117
49 69 133
49 70 149
49 74 124
49 83 123
49 98 125
50 53 147
50 54 117
50 60 115
50 61 117
50 62 148
50 63 149
50 66 116
50 76 116
50 78 137
50 81 147
50 84 136
50 86 147
50 87 121
50 98 101
51 52 115
51 53 106
51 59 123
51 66 100
52 53 144
52 58 120
52 63 129
52 66 142
52 69 115
52 74 115
52 76 130
52 77 119
52 84 122
52 85 135
52 87 111
52 93 117
52 95 105
52 96 109
52 97 147
53 62 139
53 65 125
53 74 148
53 79 125
53 87 128
53 89 132
53 90 115
54 64 129
54 70 132
54 75 131
54 79 147
54 89 119
54 93 127
54 95 117
54 97 110
55 73 146
55 75 114
55 95 115
56 64 138
56 72 113
56 81 120
56 84 128
56 85 130
56 89 131
56 91 100
56 92 121
56 95 104
56 96 109
56 97 109
56 98 136
57 60 115
57 63 136
57 66 124
57 68 149
57 69 127
57 72 133
57 73 102
57 76 124
57 83 132
57 85 145
58 60 100
58 61 130
58 67 135
58 68 139
58 78 106
