Image_Name," Classes(motorcycle, truck, boat, bus, cycle, person, desert, mountains, sea, sunset, trees, sitar, ektara, flutes, tabla, harmonium)",motorcycle,truck,boat,bus,cycle,person,desert,mountains,sea,sunset,trees,sitar,ektara,flutes,tabla,harmonium
image1.jpg,  bus person,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
image2.jpg,  sitar,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
image3.jpg,  flutes,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
image4.jpg,  bus trees,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
image5.jpg,  bus,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
image6.jpg,  sitar ektara tabla,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
image7.jpg,  sitar tabla,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
image8.jpg,  sitar ektara tabla,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
image9.jpg,  person tabla,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
image10.jpg,  sitar,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
image11.jpg,  tabla harmonium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
image12.jpg,  person harmonium,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
image13.jpg,  tabla,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
image14.jpg,  tabla,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
image15.jpg,  sitar ektara flutes tabla harmonium,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
image16.jpg,  bus,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
image17.jpg,  person flutes,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
image18.jpg,  person sitar tabla harmonium,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1
image19.jpg,  sitar tabla harmonium,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
image20.jpg,  harmonium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
image21.jpg,  person ektara,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
image22.jpg,  sitar,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
image23.jpg,  sitar,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
image24.jpg,  sitar,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
image25.jpg,  ektara,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
image26.jpg,  tabla,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
image27.jpg,  bus,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
image28.jpg,  person tabla harmonium,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
image29.jpg,  sitar tabla harmonium,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
image30.jpg,  tabla,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
image31.jpg,  harmonium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
image32.jpg,  sitar,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
image33.jpg,  sitar flutes tabla harmonium,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1
image34.jpg,  sitar tabla,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
image35.jpg,  person sitar flutes tabla harmonium,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,1
image36.jpg,  harmonium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
image37.jpg,  person tabla,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
image38.jpg,  truck,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
image39.jpg,  person tabla,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
image40.jpg,  tabla,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
image41.jpg,  person tabla,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
image42.jpg,  tabla,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
image43.jpg,  tabla harmonium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
image44.jpg,  person tabla,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
image45.jpg,  tabla,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
image46.jpg,  person tabla,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
image47.jpg,  tabla,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
image48.jpg,  tabla,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
image49.jpg,  truck,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
image50.jpg,  tabla,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
image51.jpg,  tabla,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
image52.jpg,  tabla,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
image53.jpg,  tabla,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
image54.jpg,  tabla,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
image55.jpg,  tabla,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
image56.jpg,  tabla,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
image57.jpg,  person tabla,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
image58.jpg,  trees tabla,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
image59.jpg,  person tabla,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
image60.jpg,  motorcycle person,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
image61.jpg,  tabla,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
image62.jpg,  tabla,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
image63.jpg,  person tabla,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
image64.jpg,  person tabla,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
image65.jpg,  tabla,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
image66.jpg,  person flutes tabla,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0
image67.jpg,  tabla,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
image68.jpg,  tabla,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
image69.jpg,  tabla,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
image70.jpg,  person tabla,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
image71.jpg,  truck,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
image72.jpg,  tabla,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
image73.jpg,  person trees tabla,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
image74.jpg,  person tabla,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
image75.jpg,  tabla,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
image76.jpg,  flutes,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
image77.jpg,  person tabla,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
image78.jpg,  tabla,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
image79.jpg,  person tabla,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
image80.jpg,  tabla,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
image81.jpg,  tabla,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
image82.jpg,  bus,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
image83.jpg,  person tabla,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
image84.jpg,  tabla,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
image85.jpg,  tabla,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
image86.jpg,  tabla,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
image87.jpg,  person tabla,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
image88.jpg,  tabla,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
image89.jpg,  person tabla,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
image90.jpg,  person tabla,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
image91.jpg,  tabla,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
image92.jpg,  tabla,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
image93.jpg,  bus,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
image94.jpg,  tabla,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
image95.jpg,  tabla,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
image96.jpg,  tabla,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
image97.jpg,  tabla,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
