100 1286
0 2 2
0 6 16
0 9 10
0 12 4
0 14 14
0 16 6
0 19 19
0 23 4
0 26 12
0 29 15
0 31 7
0 35 12
0 36 5
0 41 11
0 46 9
0 47 8
0 51 6
0 53 8
0 55 19
0 57 19
0 58 11
0 62 3
0 65 6
0 68 4
0 74 4
0 77 12
0 79 2
0 89 12
0 96 19
0 99 11
1 2 15
1 4 10
1 10 2
1 15 2
1 16 14
1 18 1
1 23 3
1 26 15
1 32 4
1 39 7
1 40 1
1 43 6
1 45 13
1 47 13
1 49 5
1 50 18
1 58 11
1 59 5
1 60 11
1 66 14
1 68 4
1 73 13
1 79 11
1 80 13
1 84 5
1 86 3
1 90 1
1 95 14
1 98 15
2 9 17
2 14 5
2 18 12
2 26 1
2 34 13
2 36 17
2 37 17
2 39 5
2 41 7
2 45 4
2 56 17
2 58 4
2 61 9
2 66 2
2 68 18
2 74 17
2 78 13
2 80 15
2 83 7
2 85 7
2 86 19
2 92 19
2 93 1
2 94 4
2 96 13
2 97 9
2 99 12
3 5 1
3 9 15
3 10 18
3 19 6
3 27 4
3 32 19
3 33 9
3 39 4
3 41 19
3 47 3
3 54 14
3 57 9
3 59 19
3 61 18
3 65 7
3 69 14
3 72 12
3 75 16
3 77 3
3 85 7
3 86 8
3 88 14
3 89 15
3 94 4
4 6 15
4 10 17
4 12 8
4 19 10
4 32 7
4 38 17
4 41 16
4 43 2
4 46 4
4 54 2
4 56 12
4 69 9
4 74 3
4 75 9
4 76 1
4 80 9
4 84 9
4 85 9
4 91 9
4 92 3
4 95 5
5 7 9
5 8 2
5 9 17
5 11 11
5 13 15
5 14 7
5 15 7
5 19 15
5 28 15
5 29 3
5 32 13
5 33 4
5 35 16
5 37 17
5 38 5
5 41 11
5 45 4
5 47 1
5 48 13
5 53 18
5 56 7
5 60 15
5 61 12
5 62 11
5 64 18
5 65 14
5 70 1
5 71 11
5 72 19
5 79 18
5 85 4
5 95 1
6 8 10
6 11 9
6 13 17
6 16 4
6 17 18
6 42 4
6 43 7
6 50 10
6 57 9
6 62 18
6 64 7
6 67 12
6 74 19
6 80 7
6 87 9
6 97 6
6 98 3
6 99 16
7 12 2
7 22 13
7 27 7
7 32 19
7 36 12
7 37 15
7 39 16
7 48 12
7 50 6
7 56 2
7 57 11
7 60 7
7 62 11
7 66 11
7 67 15
7 72 5
7 76 7
7 77 13
7 80 19
7 85 15
7 96 11
7 99 3
8 9 17
8 18 17
8 19 4
8 20 16
8 24 13
8 30 6
8 32 16
8 33 1
8 34 3
8 36 8
8 46 8
8 57 6
8 58 7
8 60 18
8 61 5
8 66 16
8 73 7
8 82 11
8 89 12
8 96 12
8 99 9
9 12 9
9 15 15
9 20 10
9 23 10
9 33 19
9 41 5
9 44 13
9 46 4
9 49 3
9 51 17
9 54 4
9 56 19
9 58 17
9 71 13
9 74 15
9 76 11
9 77 7
9 78 11
9 87 6
9 92 6
9 96 16
10 12 17
10 15 7
10 17 2
10 19 9
10 20 15
10 24 8
10 31 12
10 34 17
10 35 2
10 36 17
10 37 8
10 38 14
10 42 17
10 49 5
10 52 7
10 53 5
10 58 7
10 60 17
10 62 16
10 67 1
10 70 10
10 71 10
10 73 6
10 79 11
10 88 6
10 91 11
10 92 11
10 96 9
11 12 17
11 14 8
11 24 14
11 32 19
11 34 19
11 39 17
11 41 16
11 45 8
11 46 18
11 50 17
11 51 12
11 53 15
11 54 8
11 57 13
11 62 18
11 67 8
11 79 1
11 81 13
11 84 7
11 85 9
11 86 3
11 88 10
11 89 9
11 90 16
12 14 11
12 15 13
12 26 9
12 29 17
12 30 15
12 38 16
12 40 1
12 43 15
12 46 12
12 50 2
12 56 19
12 59 5
12 63 14
12 67 13
12 68 5
12 70 19
12 71 17
12 79 16
12 83 15
12 92 9
12 98 12
13 14 3
13 18 12
13 22 18
13 23 19
13 27 5
13 30 3
13 36 19
13 39 8
13 46 6
13 48 8
13 49 3
13 50 15
13 52 16
13 53 17
13 56 1
13 66 12
13 71 12
13 75 11
13 80 2
13 82 16
13 88 7
13 93 12
13 99 3
14 17 11
14 19 17
14 26 7
14 30 7
14 31 10
14 35 12
14 38 14
14 40 13
14 42 4
14 44 5
14 45 2
14 50 19
14 54 6
14 55 17
14 64 18
14 66 14
14 67 5
14 74 3
14 78 12
14 81 16
14 83 10
14 85 17
14 88 19
14 90 2
14 94 13
14 96 18
14 99 3
15 23 15
15 24 13
15 26 1
15 27 4
15 28 9
15 29 8
15 33 7
15 38 13
15 41 15
15 47 10
15 49 19
15 54 14
15 59 5
15 60 4
15 65 10
15 67 12
15 71 3
15 73 13
15 74 4
15 77 17
15 81 19
15 82 2
15 84 13
15 93 5
15 94 13
15 99 9
16 17 18
16 19 19
16 25 2
16 28 9
16 29 19
16 33 16
16 40 12
16 45 14
16 53 15
16 61 10
16 68 1
16 70 3
16 73 3
16 86 11
16 88 13
16 91 17
